來源	公布日期	證券代號	名稱	累計	處置條件	處置期間	處置措施
TPEX	115/03/19	1799	易威	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TPEX	115/03/19	23372	旺宏二	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TWSE	115/03/19	2485	兆赫	2	連續三次	115/03/20～115/04/02	第一次處置 / 5分
TWSE	115/03/19	2486	一詮	4	連續五次	115/03/20～115/04/02	第二次處置 / 20分
TPEX	115/03/19	24866	一詮六	17	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/20~115/04/02	再次處置 / 20分
TWSE	115/03/19	3006	晶豪科	3	連續三次	115/03/20～115/04/02	第一次處置 / 5分
TPEX	115/03/19	30061	晶豪科一	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TPEX	115/03/19	3066	李洲	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TPEX	115/03/19	3093	港建*	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 20分
TWSE	115/03/19	3189	景碩	3	連續三次及當日沖銷標準	115/03/20～115/04/08	第一次處置 / 5分
TPEX	115/03/19	3555	博士旺	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 20分
TPEX	115/03/19	4973	廣穎	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 20分
TPEX	115/03/19	5289	宜鼎	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 20分
TPEX	115/03/19	5386	青雲	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 20分
TWSE	115/03/19	6141	柏承	4	連續三次	115/03/20～115/04/02	第二次處置 / 20分
TPEX	115/03/19	6167	久正	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TPEX	115/03/19	6217	中探針	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 20分
TWSE	115/03/19	6226	光鼎	3	連續三次	115/03/20～115/04/02	第一次處置 / 5分
TWSE	115/03/19	6451	訊芯-KY	3	連續三次	115/03/20～115/04/02	第一次處置 / 5分
TPEX	115/03/19	64512	訊芯二KY	17	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/20~115/04/02	再次處置 / 5分
TPEX	115/03/19	6574	霈方	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TPEX	115/03/19	702114	台燿中信56購01	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TPEX	115/03/19	7751	竑騰	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 20分
TPEX	115/03/19	8240	華宏	17	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/20~115/04/02	再次處置 / 5分
TWSE	115/03/19	8271	宇瞻	3	連續三次	115/03/20～115/04/02	第二次處置 / 20分
TWSE	115/03/18	2243	宏旭-KY	3	連續三次	115/03/19～115/04/01	第一次處置 / 5分
TWSE	115/03/18	2337	旺宏	4	最近十個營業日已有六次	115/03/19～115/04/01	第一次處置 / 5分
TPEX	115/03/18	23372	旺宏二	8	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/19~115/04/01	再次處置 / 5分
TWSE	115/03/18	2426	鼎元	4	連續三次	115/03/19～115/04/01	第二次處置 / 20分
TWSE	115/03/18	3037	欣興	3	連續三次	115/03/19～115/04/01	第二次處置 / 20分
TPEX	115/03/18	30371	欣興一	8	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/19~115/04/01	再次處置 / 20分
TPEX	115/03/18	3260	威剛	8	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/19~115/04/01	再次處置 / 5分
TPEX	115/03/18	32608	威剛八	8	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/19~115/04/01	再次處置 / 5分
TWSE	115/03/18	3437	榮創	1	連續三次	115/03/19～115/04/01	第一次處置 / 5分
TPEX	115/03/18	5351	鈺創	8	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/19~115/04/01	再次處置 / 5分
TPEX	115/03/18	6103	合邦	8	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/19~115/04/01	再次處置 / 5分
TPEX	115/03/18	61875	萬潤五	8	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/19~115/04/01	再次處置 / 20分
TPEX	115/03/18	68941	衛司特一	8	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/19~115/04/01	再次處置 / 5分
TWSE	115/03/17	3054	立萬利	2	連續三次	115/03/18～115/03/31	第二次處置 / 20分
TPEX	115/03/17	3163	波若威	3	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/18~115/03/31	再次處置 / 20分
TWSE	115/03/17	6715	嘉基	3	連續三次	115/03/18～115/03/31	第二次處置 / 20分
TPEX	115/03/17	67152	嘉基二	3	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/18~115/03/31	再次處置 / 20分
TPEX	115/03/17	6727	亞泰金屬	3	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/18~115/03/31	再次處置 / 5分
TPEX	115/03/16	3093	港建*	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/17~115/03/30	再次處置 / 5分
TWSE	115/03/16	3167	大量	9	連續三次	115/03/17～115/03/30	第二次處置 / 20分
TPEX	115/03/16	31672	大量二	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/17~115/03/30	再次處置 / 20分
TPEX	115/03/16	3555	博士旺	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/17~115/03/30	再次處置 / 20分
TWSE	115/03/16	4960	誠美材	3	連續三次	115/03/17～115/03/30	第一次處置 / 5分
TPEX	115/03/16	4973	廣穎	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/17~115/03/30	再次處置 / 5分
TPEX	115/03/16	5289	宜鼎	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/17~115/03/30	再次處置 / 5分
TPEX	115/03/16	5340	建榮	7	連續5個營業日	115/03/17~115/03/30	再次處置 / 20分
TPEX	115/03/16	5386	青雲	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/17~115/03/30	再次處置 / 20分
TWSE	115/03/16	8271	宇瞻	3	連續三次	115/03/17～115/03/30	第一次處置 / 5分
TWSE	115/03/13	2426	鼎元	4	連續三次	115/03/16～115/03/27	第一次處置 / 5分
TPEX	115/03/13	6683	雍智科技	1	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/16~115/03/27	再次處置 / 20分
TWSE	115/03/12	3054	立萬利	2	最近十個營業日已有六次	115/03/13～115/03/26	第一次處置 / 5分
TPEX	115/03/12	4416	三圓	3	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/13~115/03/26	再次處置 / 20分
TPEX	115/03/12	44163	三圓三	3	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/13~115/03/26	再次處置 / 20分
TWSE	115/03/12	5521	工信	2	連續三次	115/03/13～115/03/26	第一次處置 / 5分
TWSE	115/03/12	6715	嘉基	3	連續三次	115/03/13～115/03/26	第一次處置 / 5分
TPEX	115/03/12	67152	嘉基二	3	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/13~115/03/26	再次處置 / 5分
TPEX	115/03/11	3081	聯亞	5	最近10個營業日內有6個營業日	115/03/12~115/03/25	再次處置 / 20分
TPEX	115/03/11	3491	昇達科	5	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/12~115/03/25	再次處置 / 20分
TPEX	115/03/11	4971	IET-KY	5	連續5個營業日	115/03/12~115/03/25	再次處置 / 20分
TPEX	115/03/11	5386	青雲	5	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/12~115/03/25	再次處置 / 20分
TPEX	115/03/11	7717	萊德光電-KY	5	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/12~115/03/25	再次處置 / 20分
TWSE	115/03/09	1589	永冠-KY	2	連續三次	115/03/10～115/03/23	人工管制撮合 / 60分
TPEX	115/03/09	15894	永冠四KY	4	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/10~115/03/23	再次處置 / 60分
TWSE	115/03/09	2616	山隆	1	連續三次	115/03/10～115/03/23	第一次處置 / 5分
TPEX	115/03/09	4416	三圓	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/10~115/03/23	再次處置 / 5分
TPEX	115/03/09	44163	三圓三	4	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/10~115/03/23	再次處置 / 5分
TWSE	115/03/09	6830	汎銓	5	連續三次	115/03/10～115/03/23	第二次處置 / 20分
TPEX	115/03/09	68301	汎銓一	4	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/10~115/03/23	再次處置 / 20分
TPEX	115/03/06	15894	永冠四KY	3	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/09~115/03/20	再次處置 / 60分
TWSE	115/03/06	6230	尼得科超眾	1	連續五次	115/03/09～115/03/20	第一次處置 / 5分
TWSE	115/03/06	6442	光聖	4	連續五次	115/03/09～115/03/20	第二次處置 / 20分
TPEX	115/03/06	64422	光聖二	3	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/09~115/03/20	再次處置 / 20分
TPEX	115/03/06	64423	光聖三	3	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/09~115/03/20	再次處置 / 20分
TPEX	115/03/05	1815	富喬	6	最近10個營業日內有6個營業日	115/03/06~115/03/19	再次處置 / 5分
TPEX	115/03/05	18156	富喬六	6	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/06~115/03/19	再次處置 / 5分
TWSE	115/03/05	6141	柏承	4	連續三次	115/03/06～115/03/19	第一次處置 / 5分
TPEX	115/03/05	6187	萬潤	6	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/06~115/03/19	再次處置 / 20分
TPEX	115/03/05	61875	萬潤五	6	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/06~115/03/19	再次處置 / 20分
TWSE	115/03/05	6861	睿生光電	6	連續三次	115/03/06～115/03/19	第二次處置 / 20分
TPEX	115/03/05	6877	鏵友益	6	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/06~115/03/19	再次處置 / 5分
TWSE	115/03/05	8033	雷虎	4	最近十個營業日已有六次	115/03/06～115/03/19	第二次處置 / 20分
TPEX	115/03/05	8358	金居	6	最近10個營業日內有6個營業日	115/03/06~115/03/19	再次處置 / 20分
TWSE	115/03/04	1589	永冠-KY	2	連續三次	115/03/05～115/03/18	人工管制撮合 / 9分
TPEX	115/03/04	15894	永冠四KY	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/05~115/03/18	再次處置 / 45分
TPEX	115/03/04	2230	泰茂	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/05~115/03/18	再次處置 / 20分
TWSE	115/03/04	2367	燿華	1	最近十個營業日已有六次	115/03/05～115/03/18	第一次處置 / 5分
TWSE	115/03/04	2467	志聖	2	連續三次	115/03/05～115/03/18	第一次處置 / 5分
TPEX	115/03/04	24672	志聖二	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/05~115/03/18	再次處置 / 5分
TPEX	115/03/04	24673	志聖三	7	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/05~115/03/18	再次處置 / 5分
TWSE	115/03/04	2489	瑞軒	4	連續三次	115/03/05～115/03/18	第二次處置 / 20分
TPEX	115/03/04	4768	晶呈科技	7	連續5個營業日	115/03/05~115/03/18	再次處置 / 5分
TPEX	115/03/04	6785	昱展新藥	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/05~115/03/18	再次處置 / 5分
TWSE	115/03/04	6830	汎銓	5	連續三次	115/03/05～115/03/18	第一次處置 / 5分
TPEX	115/03/04	68301	汎銓一	7	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/05~115/03/18	再次處置 / 5分
TPEX	115/03/03	15894	永冠四KY	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/04~115/03/17	再次處置 / 45分
TWSE	115/03/03	1802	台玻	2	連續三次	115/03/04～115/03/17	第二次處置 / 20分
TWSE	115/03/03	2338	光罩	1	連續三次	115/03/04～115/03/17	第一次處置 / 5分
TPEX	115/03/03	23383	光罩三	10	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/04~115/03/17	再次處置 / 5分
TWSE	115/03/03	3092	鴻碩	2	連續三次	115/03/04～115/03/17	第一次處置 / 5分
TPEX	115/03/03	30922	鴻碩二	10	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/04~115/03/17	再次處置 / 5分
TPEX	115/03/03	3491	昇達科	10	最近10個營業日內有6個營業日	115/03/04~115/03/17	再次處置 / 20分
TWSE	115/03/03	3576	聯合再生	1	連續三次	115/03/04～115/03/17	第一次處置 / 5分
TPEX	115/03/03	4991	環宇-KY	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/04~115/03/17	再次處置 / 20分
TPEX	115/03/03	61875	萬潤五	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/04~115/03/17	再次處置 / 5分
TPEX	115/03/03	6716	應廣	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/04~115/03/17	再次處置 / 20分
TPEX	115/03/03	6907	雅特力-KY	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/04~115/03/17	再次處置 / 20分
TPEX	115/03/03	7744	崴寶	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/04~115/03/17	再次處置 / 20分
TPEX	115/03/03	8289	泰藝	10	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/04~115/03/17	再次處置 / 5分
TWSE	115/03/02	2360	致茂	1	連續三次	115/03/03～115/03/16	第一次處置 / 5分
TWSE	115/03/02	3037	欣興	3	連續三次	115/03/03～115/03/16	第一次處置 / 5分
TPEX	115/03/02	30371	欣興一	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	3105	穩懋	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	4534	慶騰	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	4577	達航科技	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TWSE	115/03/02	4927	泰鼎-KY	1	連續三次	115/03/03～115/03/16	第一次處置 / 5分
TPEX	115/03/02	4979	華星光	15	連續5個營業日	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	49793	華星光三	15	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	49794	華星光四	15	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	5291	邑昇	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	5386	青雲	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 20分
TPEX	115/03/02	6187	萬潤	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	61875	萬潤五	15	轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	6217	中探針	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/03/02	6588	東典光電	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 20分
TWSE	115/03/02	6861	睿生光電	6	連續三次	115/03/03～115/03/16	第一次處置 / 5分
TPEX	115/03/02	7717	萊德光電-KY	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 20分
TPEX	115/03/02	7751	竑騰	15	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/03~115/03/16	再次處置 / 5分
TPEX	115/02/26	2230	泰茂	6	因連續3個營業日達本中心作業要點第四條第一項第一款	115/03/02~115/03/13	再次處置 / 20分
